Customer ID,Age,Gender,City,Education,Occupation,Annual Income (₹),Join Date,Total Spend (₹),Purchase Frequency,Recency (days),Avg Order Value (₹),Satisfaction Score,Online Purchase Ratio,Discount Sensitivity,Loyalty Score,Sessions per Month,Cart Abandonment Rate,Preferred Channel,Payment Method,Top Category 1,Top Category 2,Returns Count,Referrals Made,Archetype
"CUST-00561",24,"Male","Bangalore","High School","Business Owner",20007,"2023-09-23",4781,1,128,1650,2.7,0.67,0.95,299,28,0.56,"Email Campaign","Debit Card","Sports","Fashion",0,2,"Budget"
"CUST-00562",42,"Male","Surat","Bachelor","Designer",102712,"2022-10-21",10649,24,11,478,4.9,0.65,0.44,740,52,0.12,"Mobile App","Net Banking","Grocery","Travel",3,1,"Loyal"
"CUST-00563",25,"Male","Chennai","Diploma","Manager",71316,"2021-03-17",10614,3,118,3218,2.6,0.34,0.49,470,13,0.53,"Word of Mouth","Credit Card","Food Delivery","Sports",4,0,"At-Risk"
"CUST-00564",52,"Female","Pune","High School","Analyst",48370,"2020-11-25",14390,18,2,665,4,0.44,0.59,794,42,0.12,"Email Campaign","UPI","Books","Food Delivery",3,5,"Loyal"
"CUST-00565",52,"Other","Ahmedabad","Master","Student",88490,"2023-11-05",1785,1,253,1115,2.7,0.59,0.61,266,12,0.63,"In-Store","UPI","Travel","Fashion",2,0,"At-Risk"
"CUST-00566",28,"Other","Ahmedabad","Bachelor","Salesperson",15819,"2023-05-21",3301,1,10,867,3.6,0.97,0.71,326,18,0.79,"Social Media","EMI","Electronics","Fashion",4,0,"Budget"
"CUST-00567",33,"Female","Mumbai","PhD","Government Employee",28622,"2023-08-05",3891,1,71,1188,3.6,0.99,0.82,236,15,0.41,"Email Campaign","Cash","Home Decor","Health",1,3,"Budget"
"CUST-00568",63,"Other","Chennai","Master","Freelancer",120982,"2021-06-02",11097,1,285,5093,2.9,0.47,0.76,596,3,0.56,"Email Campaign","Net Banking","Sports","Food Delivery",2,1,"At-Risk"
"CUST-00569",44,"Other","Lucknow","PhD","Retired",110631,"2021-04-02",14801,26,1,782,4.6,0.47,0.57,879,42,0.18,"Website","Debit Card","Grocery","Electronics",2,8,"Loyal"
"CUST-00570",41,"Male","Pune","Master","Government Employee",111945,"2023-04-05",3171,7,60,1684,1.9,0.28,0.69,415,8,0.39,"Mobile App","UPI","Electronics","Grocery",2,3,"At-Risk"
"CUST-00571",31,"Male","Bhopal","Diploma","Student",24458,"2021-10-11",1209,2,87,2525,3.7,0.97,0.9,394,26,0.49,"Website","Debit Card","Home Decor","Fashion",5,0,"Budget"
"CUST-00572",53,"Female","Kolkata","Diploma","Freelancer",408539,"2021-05-28",51392,4,12,24940,4.5,0.84,0.26,761,11,0.1,"Social Media","Net Banking","Fashion","Health",2,3,"Premium"
"CUST-00573",34,"Other","Chennai","High School","Engineer",91927,"2022-07-23",19612,27,5,425,4.6,0.37,0.32,704,47,0.16,"In-Store","Net Banking","Food Delivery","Beauty",3,7,"Loyal"
"CUST-00574",28,"Female","Hyderabad","PhD","Analyst",78787,"2021-05-21",25255,33,3,489,4.4,0.41,0.35,825,18,0.25,"Mobile App","EMI","Health","Home Decor",1,7,"Loyal"
"CUST-00575",35,"Female","Hyderabad","Diploma","Student",42442,"2021-06-11",4053,1,96,2177,3.6,0.63,0.85,196,34,0.67,"Word of Mouth","Net Banking","Fashion","Books",5,3,"Budget"
"CUST-00576",27,"Male","Delhi","PhD","Doctor",33360,"2021-10-28",4633,1,68,2083,3.7,0.65,0.82,380,19,0.62,"Social Media","Credit Card","Sports","Fashion",5,3,"Budget"
"CUST-00577",39,"Male","Lucknow","High School","Engineer",265264,"2023-10-20",33786,2,9,5191,4.1,0.87,0.24,835,24,0.15,"Email Campaign","EMI","Food Delivery","Home Decor",2,0,"Premium"
"CUST-00578",40,"Male","Jaipur","PhD","Business Owner",236154,"2022-04-01",47413,9,37,8567,4.5,0.55,0.25,880,24,0.07,"Mobile App","Credit Card","Food Delivery","Fashion",2,2,"Premium"
"CUST-00579",37,"Male","Surat","Bachelor","Business Owner",107325,"2020-10-17",6230,33,2,272,4.2,0.32,0.32,679,43,0.16,"Website","EMI","Home Decor","Books",0,5,"Loyal"
"CUST-00580",60,"Other","Hyderabad","High School","Designer",97258,"2023-02-27",7289,6,150,8712,2.8,0.25,0.46,335,9,0.42,"Email Campaign","Debit Card","Health","Grocery",2,2,"At-Risk"
"CUST-00581",33,"Male","Hyderabad","Bachelor","Salesperson",46057,"2022-04-09",1350,1,135,2200,1.8,0.25,0.67,330,4,0.31,"Social Media","EMI","Sports","Books",5,2,"At-Risk"
"CUST-00582",33,"Male","Chennai","High School","Student",73393,"2023-07-13",15142,5,250,2522,1.8,0.29,0.56,455,12,0.66,"Word of Mouth","Cash","Home Decor","Grocery",1,1,"At-Risk"
"CUST-00583",60,"Other","Chennai","Diploma","Student",73056,"2021-10-14",4685,1,149,4593,1.6,0.57,0.55,518,12,0.4,"Email Campaign","UPI","Beauty","Fashion",2,2,"At-Risk"
"CUST-00584",29,"Male","Kolkata","Bachelor","Doctor",47423,"2023-02-22",5339,6,152,3345,2.1,0.28,0.69,331,1,0.58,"Word of Mouth","Credit Card","Sports","Beauty",3,3,"At-Risk"
"CUST-00585",22,"Female","Surat","Diploma","Designer",21402,"2020-09-24",335,3,37,316,2.8,0.96,0.96,303,19,0.63,"Website","Cash","Health","Beauty",5,0,"Budget"
"CUST-00586",49,"Male","Chandigarh","Master","Engineer",48987,"2021-10-22",6469,1,268,5742,1.9,0.35,0.41,226,4,0.34,"Website","Cash","Food Delivery","Home Decor",5,2,"At-Risk"
"CUST-00587",52,"Other","Jaipur","PhD","Government Employee",437145,"2022-05-13",61993,1,22,15173,4.4,0.63,0.22,955,19,0.13,"Email Campaign","UPI","Travel","Food Delivery",2,1,"Premium"
"CUST-00588",18,"Female","Surat","Diploma","Analyst",39662,"2021-09-05",3469,1,33,1888,3.3,0.63,0.76,249,18,0.43,"Mobile App","EMI","Books","Beauty",4,3,"Budget"
"CUST-00589",55,"Female","Kolkata","High School","Retired",52173,"2022-05-18",5146,4,296,2018,2.2,0.48,0.6,507,1,0.34,"Word of Mouth","Cash","Sports","Beauty",3,3,"At-Risk"
"CUST-00590",42,"Female","Ahmedabad","High School","Designer",71399,"2021-12-03",12524,19,6,703,4.6,0.56,0.48,778,63,0.32,"In-Store","EMI","Food Delivery","Home Decor",5,2,"Loyal"
"CUST-00591",43,"Other","Mumbai","Diploma","Government Employee",431488,"2021-08-04",47008,4,18,10602,4.6,0.83,0.1,940,1,0.19,"Word of Mouth","UPI","Beauty","Food Delivery",0,2,"Premium"
"CUST-00592",36,"Male","Chandigarh","Master","Government Employee",26798,"2021-04-03",3214,2,51,958,2.7,0.92,0.84,309,13,0.6,"Website","EMI","Food Delivery","Fashion",3,3,"Budget"
"CUST-00593",37,"Female","Coimbatore","Bachelor","Freelancer",52681,"2022-06-28",7762,6,72,3542,2.3,0.37,0.72,512,3,0.31,"Email Campaign","EMI","Home Decor","Health",3,3,"At-Risk"
"CUST-00594",56,"Female","Bangalore","Master","Freelancer",87315,"2021-11-25",6712,3,103,2785,1.7,0.21,0.67,376,6,0.49,"Email Campaign","Debit Card","Sports","Food Delivery",3,2,"At-Risk"
"CUST-00595",23,"Male","Ahmedabad","PhD","Manager",108906,"2023-12-27",20675,16,12,1171,4.1,0.34,0.44,701,27,0.31,"Website","Credit Card","Sports","Travel",0,7,"Loyal"
"CUST-00596",37,"Female","Bangalore","Bachelor","Salesperson",35631,"2023-09-22",783,5,87,715,3.4,0.66,0.88,387,23,0.62,"Mobile App","EMI","Books","Food Delivery",2,1,"Budget"
"CUST-00597",30,"Other","Delhi","PhD","Government Employee",82229,"2021-11-13",7372,27,4,440,4.7,0.52,0.57,829,41,0.13,"Email Campaign","Debit Card","Food Delivery","Health",4,0,"Loyal"
"CUST-00598",33,"Other","Ahmedabad","Diploma","Business Owner",62008,"2021-12-15",4757,20,4,310,4.7,0.49,0.33,856,51,0.3,"Website","Debit Card","Travel","Sports",5,1,"Loyal"
"CUST-00599",35,"Female","Bangalore","Diploma","Analyst",108703,"2020-01-22",10064,20,11,393,4.5,0.42,0.49,921,61,0.21,"In-Store","Net Banking","Health","Fashion",1,3,"Loyal"
"CUST-00600",35,"Other","Chandigarh","Diploma","Doctor",119538,"2022-05-16",60328,2,13,13402,4.1,0.74,0.12,775,10,0.14,"In-Store","UPI","Health","Fashion",0,2,"Premium"
"CUST-00601",36,"Other","Jaipur","Bachelor","Doctor",154998,"2021-07-03",52558,3,32,6563,4.1,0.65,0.26,787,6,0.18,"In-Store","UPI","Fashion","Food Delivery",2,2,"Premium"
"CUST-00602",33,"Female","Kolkata","Diploma","Student",191302,"2022-07-11",50677,6,3,24574,4.7,0.54,0.28,822,22,0.08,"Word of Mouth","Credit Card","Beauty","Food Delivery",0,0,"Premium"
"CUST-00603",41,"Female","Kolkata","PhD","Teacher",94996,"2021-10-10",6242,4,93,2456,1.8,0.53,0.77,203,1,0.49,"Word of Mouth","Cash","Books","Food Delivery",1,2,"At-Risk"
"CUST-00604",38,"Other","Bangalore","Diploma","Business Owner",164925,"2020-07-01",10625,6,12,7382,4.7,0.69,0.12,895,11,0.11,"Mobile App","Credit Card","Food Delivery","Fashion",2,0,"Premium"
"CUST-00605",38,"Female","Hyderabad","Bachelor","Freelancer",35426,"2021-01-24",927,1,76,187,3.7,0.95,0.95,352,14,0.51,"Social Media","Credit Card","Fashion","Home Decor",4,3,"Budget"
"CUST-00606",54,"Other","Bhopal","Bachelor","Analyst",224618,"2022-05-02",78959,9,15,5967,4.1,0.89,0.27,823,21,0.09,"Website","Net Banking","Grocery","Sports",0,3,"Premium"
"CUST-00607",25,"Other","Surat","Diploma","Retired",61912,"2023-01-09",7285,6,89,3282,1.7,0.45,0.5,293,7,0.66,"Mobile App","Debit Card","Beauty","Grocery",4,0,"At-Risk"
"CUST-00608",44,"Female","Chennai","Master","Freelancer",65087,"2021-04-18",6099,3,243,2165,2.8,0.23,0.7,266,13,0.65,"Word of Mouth","Cash","Travel","Electronics",0,2,"At-Risk"
"CUST-00609",33,"Male","Chandigarh","Master","Engineer",22018,"2023-08-14",5386,1,27,4850,2.7,0.82,1,381,12,0.72,"Social Media","UPI","Books","Electronics",3,3,"Budget"
"CUST-00610",38,"Other","Ahmedabad","High School","Manager",223527,"2020-06-26",24995,7,40,9272,4.3,0.89,0.23,827,13,0.18,"Social Media","EMI","Beauty","Home Decor",0,3,"Premium"
"CUST-00611",38,"Other","Lucknow","Diploma","Doctor",122614,"2021-11-27",2127,1,197,1760,1.7,0.31,0.63,208,7,0.35,"Mobile App","EMI","Health","Travel",1,1,"At-Risk"
"CUST-00612",35,"Other","Delhi","Bachelor","Analyst",141694,"2021-02-27",7925,30,5,219,4.7,0.35,0.38,641,42,0.24,"Mobile App","EMI","Grocery","Fashion",3,7,"Loyal"
"CUST-00613",27,"Other","Pune","Master","Government Employee",335534,"2021-10-02",76062,12,11,9571,4.6,0.59,0.21,829,20,0.12,"Social Media","Debit Card","Fashion","Health",2,0,"Premium"
"CUST-00614",34,"Male","Mumbai","Master","Doctor",54874,"2022-03-18",3217,3,232,2292,1.6,0.41,0.43,328,4,0.39,"Social Media","Debit Card","Fashion","Home Decor",4,0,"At-Risk"
"CUST-00615",47,"Other","Bhopal","Diploma","Student",210939,"2022-10-21",36876,1,20,15587,4.4,0.63,0.11,991,26,0.07,"Mobile App","Debit Card","Fashion","Electronics",2,1,"Premium"
"CUST-00616",48,"Other","Coimbatore","Master","Business Owner",50979,"2021-07-08",4919,7,249,1248,3.2,0.57,0.67,544,1,0.67,"Website","Debit Card","Fashion","Health",5,3,"At-Risk"
"CUST-00617",29,"Other","Ahmedabad","Master","Analyst",350366,"2020-10-14",67857,4,6,9838,4.5,0.71,0.18,707,13,0.2,"In-Store","EMI","Fashion","Sports",0,3,"Premium"
"CUST-00618",31,"Other","Delhi","Diploma","Retired",59343,"2023-07-01",3760,4,102,2570,2.2,0.29,0.62,556,16,0.52,"Social Media","UPI","Health","Grocery",0,3,"At-Risk"
"CUST-00619",18,"Other","Indore","Bachelor","Freelancer",19388,"2021-12-20",3877,7,104,3824,2.8,0.73,0.83,277,21,0.5,"Mobile App","Net Banking","Grocery","Books",4,0,"Budget"
"CUST-00620",56,"Female","Lucknow","High School","Salesperson",141017,"2022-11-26",55259,3,7,16113,4.7,0.75,0.16,828,5,0.06,"Mobile App","Net Banking","Travel","Health",0,3,"Premium"
"CUST-00621",52,"Other","Jaipur","Diploma","Analyst",93078,"2022-04-16",13530,4,328,9165,2.6,0.28,0.48,529,3,0.55,"Website","Cash","Grocery","Health",0,2,"At-Risk"
"CUST-00622",34,"Male","Coimbatore","Master","Salesperson",501107,"2021-03-18",91224,7,2,11366,4.2,0.64,0.25,856,7,0.08,"Website","EMI","Food Delivery","Beauty",0,3,"Premium"
"CUST-00623",33,"Male","Hyderabad","Bachelor","Student",47358,"2022-02-27",7072,33,10,289,4.9,0.65,0.44,947,42,0.19,"Social Media","UPI","Grocery","Electronics",4,0,"Loyal"
"CUST-00624",41,"Other","Chandigarh","High School","Salesperson",80302,"2021-04-03",11661,1,81,4992,2,0.29,0.62,579,9,0.69,"Email Campaign","Cash","Food Delivery","Travel",0,3,"At-Risk"
"CUST-00625",46,"Female","Lucknow","Master","Government Employee",77872,"2022-05-19",4488,5,223,2506,2.3,0.52,0.68,560,1,0.5,"Word of Mouth","EMI","Books","Sports",4,1,"At-Risk"
"CUST-00626",18,"Female","Ahmedabad","PhD","Business Owner",50312,"2020-05-09",1614,4,83,295,3.7,0.9,0.8,217,19,0.59,"Word of Mouth","Cash","Fashion","Books",5,3,"Budget"
"CUST-00627",48,"Male","Kolkata","PhD","Engineer",88076,"2020-03-05",7087,3,291,8035,1.6,0.59,0.55,332,1,0.37,"Word of Mouth","EMI","Beauty","Travel",3,1,"At-Risk"
"CUST-00628",51,"Other","Ahmedabad","Diploma","Manager",310367,"2022-04-03",30683,1,22,10625,4.5,0.86,0.23,741,10,0.18,"Word of Mouth","Net Banking","Travel","Books",2,0,"Premium"
"CUST-00629",37,"Female","Lucknow","Master","Salesperson",113114,"2021-12-05",3217,1,240,3057,1.9,0.21,0.59,294,3,0.38,"Word of Mouth","Cash","Food Delivery","Travel",5,0,"At-Risk"
"CUST-00630",56,"Female","Jaipur","Master","Engineer",73132,"2023-11-20",6145,5,212,2870,2.1,0.55,0.75,232,4,0.68,"Mobile App","Net Banking","Health","Food Delivery",1,2,"At-Risk"
"CUST-00631",29,"Male","Bhopal","Master","Teacher",216648,"2020-06-04",83606,10,19,8651,4,0.78,0.24,962,29,0.16,"Email Campaign","Debit Card","Health","Sports",0,2,"Premium"
"CUST-00632",42,"Male","Kolkata","Diploma","Designer",422695,"2023-04-12",28223,3,9,9312,4.9,0.53,0.18,769,21,0.11,"In-Store","Debit Card","Food Delivery","Grocery",1,2,"Premium"
"CUST-00633",24,"Male","Pune","Bachelor","Business Owner",50325,"2020-09-24",905,4,28,483,3,0.64,0.77,399,10,0.65,"Mobile App","Net Banking","Books","Home Decor",2,0,"Budget"
"CUST-00634",57,"Other","Bhopal","Diploma","Designer",95448,"2020-08-25",5604,2,196,2064,1.9,0.32,0.47,436,7,0.64,"Mobile App","Credit Card","Electronics","Fashion",3,1,"At-Risk"
"CUST-00635",52,"Male","Kolkata","Bachelor","Student",273092,"2022-05-18",45310,7,12,4835,4.7,0.82,0.26,730,12,0.05,"Email Campaign","Cash","Grocery","Home Decor",2,0,"Premium"
"CUST-00636",57,"Male","Bhopal","Bachelor","Analyst",170227,"2020-02-08",9687,1,12,5084,4.4,0.82,0.11,866,9,0.19,"Word of Mouth","Cash","Electronics","Beauty",0,3,"Premium"
"CUST-00637",23,"Male","Delhi","PhD","Manager",30407,"2023-02-06",326,13,61,237,3.2,0.61,0.75,198,31,0.57,"In-Store","Debit Card","Health","Fashion",5,0,"Budget"
"CUST-00638",28,"Other","Kolkata","Master","Salesperson",106581,"2021-12-10",12005,26,3,808,4.2,0.53,0.54,615,28,0.27,"Mobile App","Net Banking","Travel","Fashion",3,0,"Loyal"
"CUST-00639",22,"Other","Lucknow","Bachelor","Doctor",45374,"2022-03-13",1684,1,39,397,3.8,0.6,0.87,396,25,0.68,"Website","Credit Card","Food Delivery","Health",1,0,"Budget"
"CUST-00640",55,"Other","Mumbai","Bachelor","Retired",238446,"2022-08-04",38054,4,4,22725,4.2,0.79,0.26,998,5,0.17,"Website","Debit Card","Electronics","Grocery",1,2,"Premium"
"CUST-00641",48,"Other","Hyderabad","Bachelor","Business Owner",58916,"2022-04-21",19606,23,10,668,4.6,0.31,0.57,677,45,0.16,"Email Campaign","UPI","Travel","Books",0,3,"Loyal"
"CUST-00642",45,"Female","Jaipur","Diploma","Freelancer",115440,"2023-12-10",7730,22,3,441,4.6,0.46,0.44,778,21,0.34,"Mobile App","EMI","Travel","Books",5,4,"Loyal"
"CUST-00643",37,"Male","Hyderabad","High School","Analyst",123757,"2022-11-06",35766,2,18,7270,4.4,0.72,0.18,784,14,0.07,"Social Media","Debit Card","Books","Grocery",1,2,"Premium"
"CUST-00644",37,"Female","Bangalore","Master","Manager",91409,"2023-02-12",23706,33,6,573,4.3,0.6,0.31,668,44,0.14,"Website","Debit Card","Books","Home Decor",4,7,"Loyal"
"CUST-00645",39,"Other","Chandigarh","PhD","Freelancer",113976,"2023-11-28",5816,37,7,161,4.9,0.31,0.34,876,45,0.18,"Email Campaign","Debit Card","Sports","Books",5,7,"Loyal"
"CUST-00646",39,"Other","Delhi","Diploma","Designer",31240,"2021-02-18",6133,4,92,1572,3.1,0.82,0.88,257,8,0.48,"Email Campaign","Net Banking","Home Decor","Grocery",5,2,"Budget"
"CUST-00647",31,"Male","Kolkata","Diploma","Engineer",442771,"2021-01-27",18079,7,10,13154,4.4,0.86,0.26,987,7,0.1,"In-Store","Cash","Beauty","Sports",1,2,"Premium"
"CUST-00648",51,"Male","Surat","Bachelor","Analyst",33322,"2023-05-21",4843,5,165,1795,3,0.48,0.8,338,7,0.4,"In-Store","UPI","Sports","Home Decor",5,0,"At-Risk"
"CUST-00649",45,"Other","Kolkata","PhD","Engineer",508942,"2022-01-07",74276,1,19,21793,4.1,0.62,0.18,980,8,0.13,"Email Campaign","Cash","Beauty","Electronics",0,2,"Premium"
"CUST-00650",39,"Male","Hyderabad","Master","Doctor",458527,"2023-02-01",44344,1,11,17440,5,0.58,0.23,834,12,0.11,"Mobile App","UPI","Electronics","Health",1,2,"Premium"
"CUST-00651",35,"Female","Lucknow","Diploma","Student",45643,"2021-09-07",16890,39,3,428,4.9,0.61,0.59,610,36,0.11,"Word of Mouth","Credit Card","Travel","Beauty",0,0,"Loyal"
"CUST-00652",29,"Other","Bangalore","Bachelor","Freelancer",31530,"2020-02-13",2786,6,113,1005,2.5,0.65,0.83,373,12,0.73,"In-Store","Debit Card","Grocery","Food Delivery",2,2,"Budget"
"CUST-00653",30,"Male","Kolkata","Diploma","Salesperson",31299,"2021-06-04",489,1,38,764,3,0.65,0.81,305,18,0.45,"Mobile App","Net Banking","Food Delivery","Beauty",4,1,"Budget"
"CUST-00654",36,"Male","Mumbai","High School","Business Owner",50680,"2021-06-21",3056,2,200,1452,3.1,0.29,0.64,215,2,0.6,"Mobile App","Credit Card","Beauty","Food Delivery",0,2,"At-Risk"
"CUST-00655",47,"Other","Chennai","Bachelor","Business Owner",80027,"2021-02-01",5768,5,186,857,2.7,0.28,0.71,335,5,0.48,"Email Campaign","Net Banking","Food Delivery","Sports",3,3,"At-Risk"
"CUST-00656",33,"Other","Mumbai","High School","Engineer",47571,"2022-08-26",9083,5,230,2390,2.9,0.38,0.73,450,4,0.67,"Email Campaign","UPI","Food Delivery","Grocery",2,0,"At-Risk"
"CUST-00657",25,"Female","Chandigarh","Master","Manager",21961,"2020-07-01",4136,3,67,872,3.2,0.89,0.85,270,9,0.7,"Social Media","Credit Card","Sports","Home Decor",4,2,"Budget"
"CUST-00658",34,"Other","Lucknow","Master","Doctor",85578,"2023-07-02",11711,3,57,2938,1.8,0.31,0.74,456,10,0.57,"Word of Mouth","UPI","Fashion","Beauty",3,1,"At-Risk"
"CUST-00659",38,"Other","Bangalore","High School","Business Owner",45015,"2020-05-18",10366,1,202,11418,1.6,0.49,0.66,407,8,0.62,"Word of Mouth","EMI","Food Delivery","Electronics",4,0,"At-Risk"
"CUST-00660",31,"Male","Mumbai","Master","Analyst",46022,"2023-11-11",8762,1,489,5512,2.4,0.54,0.77,261,10,0.69,"Email Campaign","Net Banking","Home Decor","Sports",4,1,"At-Risk"
"CUST-00661",57,"Female","Chandigarh","Bachelor","Teacher",126361,"2020-12-22",8782,32,2,513,4.2,0.49,0.36,930,32,0.19,"Email Campaign","Debit Card","Grocery","Home Decor",0,1,"Loyal"
"CUST-00662",36,"Female","Chandigarh","Diploma","Doctor",277757,"2021-02-07",39319,7,30,5636,4.9,0.78,0.2,942,19,0.06,"Social Media","UPI","Fashion","Books",0,0,"Premium"
"CUST-00663",43,"Male","Kolkata","Bachelor","Designer",387009,"2023-02-16",72749,2,9,15796,4.8,0.76,0.18,721,17,0.12,"Word of Mouth","Credit Card","Books","Home Decor",0,3,"Premium"
"CUST-00664",36,"Female","Coimbatore","Master","Analyst",469707,"2021-09-26",24599,7,6,4282,4.6,0.62,0.22,762,1,0.11,"Word of Mouth","Debit Card","Beauty","Books",1,0,"Premium"
"CUST-00665",40,"Female","Pune","Master","Engineer",365057,"2021-09-11",47634,3,11,7688,4.9,0.56,0.11,976,18,0.12,"Social Media","UPI","Travel","Electronics",1,3,"Premium"
"CUST-00666",58,"Female","Ahmedabad","Bachelor","Teacher",206355,"2020-08-13",22641,4,17,4726,4.9,0.87,0.17,919,17,0.19,"Email Campaign","EMI","Fashion","Sports",2,3,"Premium"
"CUST-00667",26,"Male","Ahmedabad","Bachelor","Business Owner",91747,"2021-10-12",21871,27,15,690,4.6,0.6,0.5,937,44,0.29,"Website","Credit Card","Health","Grocery",4,7,"Loyal"
"CUST-00668",19,"Female","Delhi","Master","Student",41725,"2020-05-05",1979,1,49,1946,3.1,0.71,0.83,292,22,0.53,"Social Media","Debit Card","Books","Beauty",3,3,"Budget"
"CUST-00669",47,"Male","Chennai","High School","Engineer",35764,"2022-04-17",6360,4,199,2622,2.9,0.47,0.48,257,8,0.58,"In-Store","Debit Card","Home Decor","Beauty",4,2,"At-Risk"
"CUST-00670",35,"Other","Hyderabad","Bachelor","Government Employee",259995,"2023-11-28",80714,6,24,29773,4.4,0.69,0.16,786,16,0.17,"In-Store","Debit Card","Travel","Electronics",2,3,"Premium"
"CUST-00671",33,"Female","Mumbai","Bachelor","Retired",506936,"2021-04-14",21545,7,10,3013,4.1,0.8,0.12,722,9,0.2,"Website","Cash","Beauty","Grocery",0,1,"Premium"
"CUST-00672",52,"Female","Surat","Diploma","Government Employee",69215,"2020-12-07",8935,43,4,217,4.9,0.5,0.58,941,35,0.16,"Email Campaign","EMI","Fashion","Electronics",2,5,"Loyal"
"CUST-00673",43,"Male","Bangalore","PhD","Designer",79339,"2023-07-16",12399,38,14,254,3.8,0.64,0.45,858,26,0.2,"Email Campaign","Cash","Food Delivery","Grocery",0,0,"Loyal"
"CUST-00674",34,"Male","Indore","Master","Freelancer",16181,"2022-10-10",1610,1,55,622,3.2,0.77,1,263,18,0.47,"Social Media","Credit Card","Travel","Health",5,2,"Budget"
"CUST-00675",26,"Female","Surat","Bachelor","Manager",96509,"2023-03-04",14996,35,3,296,4.1,0.63,0.36,817,45,0.14,"Mobile App","Net Banking","Books","Health",4,3,"Loyal"
"CUST-00676",44,"Male","Kolkata","High School","Government Employee",62053,"2022-03-25",3685,2,152,1458,1.7,0.4,0.66,324,2,0.42,"Mobile App","UPI","Grocery","Food Delivery",3,3,"At-Risk"
"CUST-00677",27,"Female","Delhi","High School","Engineer",53064,"2023-10-03",4146,11,55,718,3.3,0.73,0.99,332,21,0.77,"Website","Cash","Beauty","Sports",0,1,"Budget"
"CUST-00678",25,"Female","Chandigarh","PhD","Doctor",398985,"2021-10-08",62095,4,23,19054,4.9,0.85,0.26,793,2,0.17,"Website","Cash","Food Delivery","Health",1,3,"Premium"
"CUST-00679",48,"Male","Surat","PhD","Business Owner",62644,"2022-11-16",4277,7,232,1453,3.1,0.21,0.44,386,14,0.35,"Email Campaign","EMI","Food Delivery","Beauty",3,1,"At-Risk"
"CUST-00680",33,"Other","Pune","High School","Manager",52772,"2023-01-02",2214,4,439,1940,2.1,0.37,0.68,559,12,0.4,"Mobile App","Credit Card","Electronics","Grocery",3,0,"At-Risk"
"CUST-00681",28,"Female","Jaipur","High School","Teacher",20566,"2021-12-01",3924,7,71,1694,2.6,0.87,0.91,306,24,0.48,"Mobile App","Credit Card","Beauty","Food Delivery",0,0,"Budget"
"CUST-00682",39,"Female","Jaipur","High School","Designer",283230,"2023-01-10",37792,1,14,15305,4.2,0.63,0.1,841,5,0.14,"Mobile App","EMI","Health","Grocery",0,0,"Premium"
"CUST-00683",55,"Female","Pune","Bachelor","Manager",683377,"2022-09-28",69766,9,7,8489,4.7,0.82,0.19,897,18,0.19,"Social Media","EMI","Grocery","Sports",2,0,"Premium"
"CUST-00684",58,"Female","Mumbai","PhD","Salesperson",77654,"2023-11-13",15634,5,484,3988,1.6,0.43,0.46,456,2,0.62,"Website","Net Banking","Beauty","Health",1,3,"At-Risk"
"CUST-00685",44,"Female","Coimbatore","Master","Retired",247586,"2022-01-28",44316,2,2,4854,4.9,0.78,0.29,877,19,0.06,"Social Media","UPI","Food Delivery","Home Decor",0,1,"Premium"
"CUST-00686",44,"Female","Surat","Bachelor","Freelancer",43482,"2021-05-04",6306,1,298,4121,1.6,0.51,0.72,228,8,0.59,"Mobile App","Net Banking","Fashion","Sports",0,1,"At-Risk"
"CUST-00687",42,"Female","Jaipur","Diploma","Teacher",119815,"2020-01-16",10547,33,5,355,3.9,0.39,0.38,905,48,0.19,"In-Store","Net Banking","Electronics","Sports",4,8,"Loyal"
"CUST-00688",44,"Other","Indore","Diploma","Engineer",163003,"2023-08-21",117536,2,4,21568,4.3,0.63,0.15,957,13,0.19,"Website","Credit Card","Beauty","Travel",0,0,"Premium"
"CUST-00689",47,"Female","Ahmedabad","Diploma","Freelancer",173917,"2022-07-15",83970,4,8,10582,4.3,0.68,0.2,824,14,0.12,"Website","EMI","Grocery","Home Decor",0,2,"Premium"
"CUST-00690",50,"Male","Indore","Master","Salesperson",43599,"2020-02-16",9555,20,6,891,4.3,0.69,0.5,767,44,0.14,"Mobile App","EMI","Food Delivery","Fashion",0,3,"Loyal"
"CUST-00691",47,"Female","Lucknow","High School","Government Employee",119886,"2021-06-17",2988,4,54,1543,2.5,0.3,0.6,251,4,0.46,"In-Store","UPI","Beauty","Fashion",5,0,"At-Risk"
"CUST-00692",34,"Male","Kolkata","High School","Teacher",23020,"2020-05-20",929,7,54,353,3.4,0.83,0.95,265,12,0.43,"Social Media","Debit Card","Home Decor","Food Delivery",4,0,"Budget"
"CUST-00693",51,"Female","Delhi","High School","Teacher",47147,"2023-12-09",2481,4,144,2530,2.9,0.59,0.41,549,13,0.46,"Word of Mouth","Debit Card","Sports","Books",2,3,"At-Risk"
"CUST-00694",28,"Male","Bangalore","Diploma","Manager",121979,"2023-12-22",1247,4,104,753,2.4,0.31,0.45,550,6,0.44,"In-Store","EMI","Electronics","Sports",5,3,"At-Risk"
"CUST-00695",52,"Other","Lucknow","PhD","Engineer",71607,"2021-11-19",12334,22,12,788,4.5,0.4,0.34,946,49,0.12,"Mobile App","Debit Card","Health","Home Decor",2,0,"Loyal"
